Model,n_terms,R^2,Q^2,adj_score,fin_score
"('f0k', 'fzagreb1', 'nbo+')",3,0.7617905789898192,0.6695700139326906,0.6320260596664814,0.7361570910985304
"('f0chi', 'f2kal', 'nbo1')",3,0.7649252708864762,0.6420012161321138,0.6318234190861007,0.7294987995843154
"('f2kb', 'nbo1', 'onhh1')",3,0.7942402555412722,0.6902844614334253,0.6317911699796894,0.7596118555396083
"('f2kal', 'fbonhh5', 'nbo1')",3,0.7730912782220559,0.6419054345633846,0.6314312650869554,0.7332003110209372
"('f2kal', 'fbonhh2', 'nbo1')",3,0.7730912782220567,0.6419054345633863,0.6314312650869551,0.7332003110209372
"('f0chi', 'foq3', 'fzagreb2')",3,0.790021027475659,0.6857413698093144,0.6312713952253209,0.7503939298398157
"('3k', 'f2kb', 'nbo*')",3,0.7715412337029203,0.5614075489765795,0.6311619794077514,0.7367588842012412
"('f2kal', 'f4chiv', 'nbo+')",3,0.7824595876889054,0.6749841018679237,0.6305289529411948,0.7409888243492617
"('f2kal', 'f4chiv', 'nbom')",3,0.7796230162572196,0.6466164904364121,0.6305289529411948,0.7409888243492616
"('f0k', 'fzagreb1')",2,0.7538719468575343,0.6655837667869177,0.6303291836901566,0.7241819630720641
"('fzagreb1', 'f0k')",2,0.753871946857535,0.6655837667869167,0.6303291836901563,0.7241819630720641
"('f1chi', 'f3chi', 'pb_vol')",3,0.7923049070616953,0.18307478659185927,0.6303069066048399,0.7509465096970496
"('bonhh6', 'f2ka', 'fbonhh4')",3,0.7747128998008479,0.687951599444991,0.6298402344333437,0.7311444979609543
"('bonhh6', 'f2ka', 'fbonhh1')",3,0.7747128998008477,0.687951599444991,0.6298402344333434,0.731144497960954
"('3k', 'f2kb', 'nbo+')",3,0.7791015838860349,0.6799642439332494,0.6296479880618255,0.7371979009593641
"('3k', 'f2kb', 'nbom')",3,0.7745585888577151,0.6487640355468431,0.6296479880618249,0.7371979009593639
"('f2kb', 'nb', 'nbo1')",3,0.780224465309154,0.6684875173756459,0.6296163750478223,0.7445464304401209
"('f2k', 'nbo1', 'o5')",3,0.7818157856956676,0.6592293837303895,0.6293737209902974,0.7530278131037662
"('f1chi', 'f3chi', 'pb_vol_nh')",3,0.7912225023253979,0.14555661718565804,0.6290823708757418,0.7496570938598477
"('f2chi', 'f3chi')",2,0.7597305872701368,0.6703018046841716,0.6287316942836034,0.7297540265150405
"('f2k', 'nbo1', 'pb_vol_nh')",3,0.7899588327300303,0.683727348066342,0.6282940428844543,0.759757866546297
"('f2kb', 'nbo*', 'oq4')",3,0.7689468438750953,0.5422710423991415,0.6282547604772172,0.737178830525111
"('f2kal', 'f4chiv', 'nbo*')",3,0.7782460784379372,0.6110176415726738,0.6281382109929314,0.7409163975173303
"('f2kal', 'global_simple', 'nbo*')",3,0.7638451509797434,0.5115409592384642,0.6280749753582315,0.7242751385956057
"('f1kal', 'f2chi', 'f3chi')",3,0.8010794638392366,0.6866633486543112,0.6277590082044819,0.7612190003952855
"('f2kal', 'global_simple', 'nbo+')",3,0.7693162572672942,0.6756534907520844,0.6275865463997411,0.7256515891278388
"('f2kal', 'global_simple', 'nbom')",3,0.7663272049197736,0.6518803943431488,0.6275865463997407,0.7256515891278388
"('f1chi', 'f3chi', 'fglobal_eff')",3,0.7907754494608569,0.6963464494064626,0.6275602502892232,0.7515817907371497
"('f2kb', 'nbo+', 'oq4')",3,0.7780654466058892,0.669871145410663,0.6274510817522563,0.7375237546376956
"('f2kb', 'nbom', 'oq4')",3,0.7725366251331192,0.6229093448160006,0.6274510817522561,0.7375237546376956
"('f2kb', 'nbo*', 'onh5')",3,0.7617888919716858,0.542529387362632,0.6273529532731207,0.7317663276383675
"('f2kb', 'nbo+', 'onh5')",3,0.7739559497525775,0.6673217892606255,0.6273332152858275,0.7326807067577962
"('f2kb', 'nbom', 'onh5')",3,0.7674032165455719,0.6138118351371851,0.6273332152858274,0.7326807067577963
"('f2k', 'nbo+', 'pb_vol')",3,0.7775868976581835,0.6719147842419535,0.6271607045188292,0.737680153969584
"('f2k', 'nbom', 'pb_vol')",3,0.7650338890890287,0.6254116572087647,0.6271607045188287,0.7376801539695838
"('f2chiv', 'f3chi', 'f3chiv')",3,0.8185919669473676,0.6865459746202196,0.6269253458377062,0.7830991970461244
"('f2k', 'nb', 'nbo1')",3,0.7677447217603247,0.6475167922393275,0.6268707783481247,0.7382618405909881
"('f1kal', 'f2kal', 'nbo1')",3,0.7654798141497905,0.6472796244628463,0.6268603933706595,0.7302073137733506
"('f1kal', 'foq3', 'fzagreb2')",3,0.7896150463564608,0.6772489905827592,0.6258605408158425,0.7517785712305416
"('f2kb', 'nbo*', 'o5')",3,0.7647404588452731,0.5419637187357393,0.6257042321794283,0.7351874786169936
"('f2k', 'nbo+', 'oq4')",3,0.7788582326685294,0.6699557414257206,0.6256705105174436,0.7391592972589429
"('f2k', 'nbom', 'oq4')",3,0.7648132424620061,0.6353702855307961,0.6256705105174432,0.7391592972589429
"('f2kb', 'nbo+', 'o5')",3,0.7767940947212142,0.6651815545908671,0.6256303771601585,0.7360564242282249
"('f2kb', 'nbom', 'o5')",3,0.7703026495958862,0.6123073095944558,0.6256303771601583,0.7360564242282249
"('1kal', 'f2k', 'nbo1')",3,0.7759379184708788,0.6705517942386569,0.6253080418435928,0.7440594956182703
"('f2kb', 'k_upsal', 'nbo*')",3,0.7727276064355263,0.5949193771145361,0.6249984234784514,0.7412353352772466
"('1kb', 'f2k', 'nbo1')",3,0.7760327859753403,0.6684870519368566,0.6247401627733753,0.7444171659198177
"('f1chi', 'f3chi', 'fonhh1')",3,0.7857724856142656,0.6844211640107566,0.6246095010494592,0.7432536344276053
"('f1chi', 'f3chi', 'fonhh4')",3,0.7857724856142658,0.6844211640107577,0.6246095010494591,0.7432536344276054
"('f1chi', 'f3chi', 'foh4')",3,0.7863267939931496,0.6844059394327421,0.6245585528469575,0.7439135748256563
"('f1chi', 'f3chi', 'foh1')",3,0.7863267939931488,0.6844059394327435,0.624558552846957,0.7439135748256562
"('f2kb', 'nbo1', 'oh6')",3,0.7779713558871659,0.6634138888352563,0.6244457960591607,0.7419486042948095
"('f2k', 'nbo1', 'oh5')",3,0.7672299476196781,0.6567796890575979,0.6244403104762346,0.7362805105020794
"('1kal', 'f2kb', 'nbo1')",3,0.7859453927644032,0.6754685476081106,0.6243730168259577,0.7505559802873427
"('f2kb', 'na', 'nbo+')",3,0.7730196132329463,0.6602201225638282,0.624237927431499,0.73166029094662
"('f2kb', 'na', 'nbom')",3,0.766246965361398,0.6029193083296734,0.6242379274314986,0.7316602909466197
"('f2kb', 'nbo1', 'oq4')",3,0.7853520136955232,0.6747364169224376,0.6238610056873707,0.7501446000038561
"('f2k', 'nbom', 'onhq4')",3,0.7641834249138649,0.6331045788118366,0.6236262261573838,0.7383685530628274
"('f2k', 'nbo+', 'onhq4')",3,0.7782152956006431,0.6690521176056619,0.6236262261573838,0.7383685530628274
"('f0k', 'fonhq3', 'fzagreb1')",3,0.7863821825072785,0.6747371379482286,0.623601578153021,0.7536519772791066
"('angle', 'f1ka', 'f2kal')",3,0.7974404642329656,0.6796167882968873,0.6233859079640905,0.7577058258774504
"('bonh5', 'f2chi', 'f3chi')",3,0.7936969726587468,0.6818628468850938,0.6232574397076223,0.7531501608152692
"('f2kb', 'k_upsal', 'nbo+')",3,0.7827593490011621,0.6760695115023132,0.6228661691448565,0.7410967058060675
"('f2kb', 'k_upsal', 'nbom')",3,0.7771613996466724,0.6460560124751851,0.622866169144856,0.741096705806067
"('angle', 'f2k')",2,0.7357747273368628,0.6599589314338068,0.622853934827292,0.7036488910290771
"('f2chi', 'f3k', 'nbo1')",3,0.774992494514251,0.671860128354131,0.6228489933895437,0.737266936668636
"('f2kal', 'f4chiv', 'nbo1')",3,0.7676802307098374,0.6644904363517438,0.6225061228150304,0.7271708478896559
"('f2kal', 'na', 'nbo1')",3,0.7847945585549088,0.6748235132283802,0.6223429537310008,0.7466950290588306
"('f2kal', 'festrada', 'nbo1')",3,0.7721105260340236,0.661734555043465,0.6222879765741449,0.7285921598003625
"('f2chi', 'f3kb', 'nbo+')",3,0.7789629190465002,0.6741704390491154,0.6219643975095657,0.7361077987329998
"('f2chi', 'f3kb', 'nbom')",3,0.7718735157461072,0.6487821697541989,0.6219643975095653,0.7361077987329996
"('3kb', 'angle', 'f2k')",3,0.7766115611905478,0.6749080565264479,0.621719499871231,0.7329911649065065
"('f1ka', 'f2kal', 'nbo+')",3,0.7682449013363737,0.67533992045133,0.621568287334883,0.7215608569747547
"('angle', 'f2k', 'oh1')",3,0.7847477080478393,0.6733076982359839,0.6214477266482444,0.7435175001884894
"('f2k', 'nbo+', 'pb_vol_nh')",3,0.7729539154174545,0.6651569165308526,0.6206582865187122,0.7324091785241718
"('crest_flex', 'f1ka', 'f2kb')",3,0.7983272747995405,0.685630323566784,0.6203869373161631,0.757605844768243
"('0k', 'f2k', 'nbo+')",3,0.7911461888168814,0.661873051225731,0.6203359710865192,0.7535806241015186
"('0k', 'f2k', 'nbom')",3,0.7793379763024788,0.6422268752248328,0.6203359710865191,0.7535806241015183
"('f2k', 'nbo+', 'oh1')",3,0.7685317901544306,0.6681430767212364,0.6203239768626336,0.7257737638643027
"('f2kb', 'nbo*', 'onhq4')",3,0.7642194703336191,0.5331410133887768,0.6203123259556362,0.732092878808116
"('3kal', 'angle', 'f2k')",3,0.7741242128731535,0.6726887661548895,0.620192770337793,0.7301295069623475
"('f2kb', 'nbo+', 'onhh1')",3,0.769288292623278,0.6636744634507755,0.6199993514617739,0.7268857784929132
"('f2kb', 'nbom', 'onhh1')",3,0.7625476348435235,0.6126877597052447,0.6199993514617737,0.7268857784929132
"('0k', 'f2k', 'nbo*')",3,0.7666982669092324,0.6331229519073103,0.6199960968515196,0.7535321178094898
"('1k', 'f2k', 'nbo1')",3,0.7752407967385162,0.6624573996738489,0.6197407577335826,0.7439737011651997
"('f2kb', 'nbo1', 'onhh6')",3,0.7742531491129185,0.6613836827548993,0.6197398265487077,0.7376885130574612
"('1kb', 'f2kb', 'nbo1')",3,0.7837574761780205,0.6722668469218755,0.6197343840395996,0.7478970892672355
"('angle', 'f2k', 'k_upsal')",3,0.7856632040937874,0.6717750672221348,0.6195998849917137,0.7436763926120346
"('f1chi', 'f3chi', 'onbo1/2')",3,0.7736348822503751,0.6880447140926946,0.6194619015795704,0.726944900220845
"('angle', 'f2k', 'onhh1')",3,0.7839927503210409,0.6717650626924876,0.6192237640359999,0.7425268629471007
"('f2kb', 'nbom', 'onhq4')",3,0.7679729134671449,0.6138032092584238,0.6192135136502837,0.7324236284111545
"('f2kb', 'nbo+', 'onhq4')",3,0.7737357278807151,0.6631773400132819,0.6192135136502835,0.7324236284111547
"('bpa', 'fbonhh1', 'fzagreb1')",3,0.7627611387736433,0.6701311550061669,0.6189593320398785,0.7200238069595082
"('bpa', 'fbonhh4', 'fzagreb1')",3,0.7627611387736439,0.6701311550061679,0.6189593320398783,0.7200238069595084
"('f1kb', 'fonhq3', 'fzagreb2')",3,0.7867903114504936,0.6743971949891078,0.61883534261165,0.7473521585083007
"('f2kal', 'f4chi', 'nbo1')",3,0.767820399739326,0.6581445209503289,0.6181364898898034,0.7281271926366019
"('angle', 'f1kb', 'fzagreb1')",3,0.7834942552578523,0.6217413077387337,0.6181290858498907,0.7489930364815682
"('f2kb', 'nbo*', 't_ova')",3,0.7886342374881792,0.5507934641343532,0.618123233737897,0.7555635785662198
"('f2kb', 'f3chiv', 'nbo*')",3,0.765724175207444,0.4745612832097136,0.6179802232779701,0.7315977070030317
"('f2k', 'foh1', 'nbo1/2')",3,0.7500162140859415,0.6488009724915753,0.6174306950269755,0.701018616173371
"('3ka', 'angle', 'f2k')",3,0.7785584074119352,0.5372968620849989,0.6173090492863542,0.7351344668105078
"('nbo1', 'f2kal')",2,0.7458987198306876,0.6596567427453428,0.6170212046228615,0.7164719120052394
"('f2kal', 'nbo1')",2,0.7458987198306875,0.6596567427453435,0.6170212046228614,0.7164719120052394
"('f2kb', 'k_phial', 'nbo1')",3,0.7885178492788365,0.6801391057451898,0.616930996840556,0.7515253648578016
"('f2kb', 'k_phial', 'nbo*')",3,0.7680639057730041,0.587725938145761,0.6169117815244403,0.7361709873367605
"('f0k', 'fonhq3', 'fzagreb2')",3,0.7952891737178953,0.6623139998849945,0.6167852767449842,0.7635329106014522
"('f0chi', 'f2chi', 'f3chi')",3,0.7995672672425714,0.6784110516378522,0.6165567496274178,0.7599032800922245
"('f2k', 'nbo1', 'onhh5')",3,0.7649418897421738,0.6531686578886837,0.6165110273550193,0.7336843371948174
"('f1kal', 'fonhq3', 'fzagreb1')",3,0.7769323658791902,0.6818708906546884,0.6162449559627293,0.7380492861951545
"('f0k', 'fzagreb2')",2,0.7394721092941987,0.6498671884194399,0.6159882925477522,0.708376019729347
"('fzagreb2', 'f0k')",2,0.7394721092941987,0.6498671884194399,0.6159882925477519,0.7083760197293472
"('f2kb', 'k_phial', 'nbo+')",3,0.779166790536539,0.6689818632191669,0.6158686252445402,0.7362398777609516
"('f2kb', 'k_phial', 'nbom')",3,0.7733974553330545,0.6386572456355375,0.61586862524454,0.7362398777609512
"('3kal', 'f2kal', 'nbo1')",3,0.7981334672961518,0.6821287728915859,0.6158513307856281,0.760851457474075
"('bpa', 'fzagreb1')",2,0.7413306869374914,0.6496589520339728,0.6157381084970848,0.7113293238954198
"('1kal', 'f2kb', 'nbo+')",3,0.7729087881005925,0.6599884622885981,0.6156299842189286,0.7308853185465853
"('1kal', 'f2kb', 'nbom')",3,0.7662586555526308,0.6139415656782905,0.6156299842189282,0.7308853185465851
"('f1k', 'fbonhh1', 'fzagreb1')",3,0.7609580188179004,0.6816217852106606,0.615598081276239,0.7174081263716033
"('f1k', 'fbonhh4', 'fzagreb1')",3,0.7609580188179008,0.6816217852106605,0.615598081276239,0.7174081263716034
"('f2kb', 'nbo+', 't_ova')",3,0.793612359221219,0.6677932471663954,0.6155220812056817,0.7551033582966771
"('f2kb', 'nbom', 't_ova')",3,0.7899328150103841,0.6413871140885239,0.6155220812056809,0.7551033582966766
"('f2k', 'nbo+', 'onhh1')",3,0.7666115001334088,0.6647458401029915,0.6150764351891226,0.7234442609976852
"('2chiv', 'f2kb', 'nbo+')",3,0.7619004716378455,0.6521371205660009,0.6148340213609429,0.7194496666982878
"('3ka', 'f2kb', 'nbo*')",3,0.7619537323149425,0.5559292172840093,0.6147814882511438,0.727236445566452
"('f2k', 'nbo1', 'oh6')",3,0.7628783421725294,0.640542619553989,0.6146846590057526,0.7319900208894725
"('f1chi', 'f3chi', 'global_eff')",3,0.7881944080645833,0.16826177753458837,0.6145245656693243,0.7460252689724289
